Supplier,Supplier Domain,Product Name,Preferred Units,Band #,Length (bp),Mass,Note,Total Bands,Product URL
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 100 bp + 500 bp DNA Ladder,bp,20,500,80,reference band,24,https://www.lifetechnologies.com/order/catalog/product/SM0653
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 100 bp + 500 bp DNA Ladder,bp,21,400,40,,24,https://www.lifetechnologies.com/order/catalog/product/SM0653
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 100 bp + 500 bp DNA Ladder,bp,22,300,40,,24,https://www.lifetechnologies.com/order/catalog/product/SM0653
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 100 bp + 500 bp DNA Ladder,bp,23,200,40,,24,https://www.lifetechnologies.com/order/catalog/product/SM0653
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 100 bp + 500 bp DNA Ladder,bp,24,100,40,,24,https://www.lifetechnologies.com/order/catalog/product/SM0653
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 100 bp DNA Ladder,bp,1,1500,80,reference band,15,https://www.lifetechnologies.com/order/catalog/product/SM0623
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 100 bp DNA Ladder,bp,2,1400,40,,15,https://www.lifetechnologies.com/order/catalog/product/SM0623
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 100 bp DNA Ladder,bp,3,1300,40,,15,https://www.lifetechnologies.com/order/catalog/product/SM0623
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 100 bp DNA Ladder,bp,4,1200,40,,15,https://www.lifetechnologies.com/order/catalog/product/SM0623
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 100 bp DNA Ladder,bp,5,1100,40,,15,https://www.lifetechnologies.com/order/catalog/product/SM0623
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 100 bp DNA Ladder,bp,6,1000,80,reference band,15,https://www.lifetechnologies.com/order/catalog/product/SM0623
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 100 bp DNA Ladder,bp,7,900,40,,15,https://www.lifetechnologies.com/order/catalog/product/SM0623
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 100 bp DNA Ladder,bp,8,800,40,,15,https://www.lifetechnologies.com/order/catalog/product/SM0623
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 100 bp DNA Ladder,bp,9,700,40,,15,https://www.lifetechnologies.com/order/catalog/product/SM0623
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 100 bp DNA Ladder,bp,10,600,40,,15,https://www.lifetechnologies.com/order/catalog/product/SM0623
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 100 bp DNA Ladder,bp,11,500,80,reference band,15,https://www.lifetechnologies.com/order/catalog/product/SM0623
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 100 bp DNA Ladder,bp,12,400,40,,15,https://www.lifetechnologies.com/order/catalog/product/SM0623
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 100 bp DNA Ladder,bp,13,300,40,,15,https://www.lifetechnologies.com/order/catalog/product/SM0623
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 100 bp DNA Ladder,bp,14,200,40,,15,https://www.lifetechnologies.com/order/catalog/product/SM0623
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 100 bp DNA Ladder,bp,15,100,40,,15,https://www.lifetechnologies.com/order/catalog/product/SM0623
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 200 bp DNA Ladder,bp,1,3000,80,reference band,15,https://www.lifetechnologies.com/order/catalog/product/SM0633
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 200 bp DNA Ladder,bp,2,2800,40,,15,https://www.lifetechnologies.com/order/catalog/product/SM0633
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 200 bp DNA Ladder,bp,3,2600,40,,15,https://www.lifetechnologies.com/order/catalog/product/SM0633
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 200 bp DNA Ladder,bp,4,2400,40,,15,https://www.lifetechnologies.com/order/catalog/product/SM0633
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 200 bp DNA Ladder,bp,5,2200,40,,15,https://www.lifetechnologies.com/order/catalog/product/SM0633
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 200 bp DNA Ladder,bp,6,2000,80,reference band,15,https://www.lifetechnologies.com/order/catalog/product/SM0633
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 200 bp DNA Ladder,bp,7,1800,40,,15,https://www.lifetechnologies.com/order/catalog/product/SM0633
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 200 bp DNA Ladder,bp,8,1600,40,,15,https://www.lifetechnologies.com/order/catalog/product/SM0633
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 200 bp DNA Ladder,bp,9,1400,40,,15,https://www.lifetechnologies.com/order/catalog/product/SM0633
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 200 bp DNA Ladder,bp,10,1200,40,,15,https://www.lifetechnologies.com/order/catalog/product/SM0633
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 200 bp DNA Ladder,bp,11,1000,80,reference band,15,https://www.lifetechnologies.com/order/catalog/product/SM0633
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 200 bp DNA Ladder,bp,12,800,40,,15,https://www.lifetechnologies.com/order/catalog/product/SM0633
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 200 bp DNA Ladder,bp,13,600,40,,15,https://www.lifetechnologies.com/order/catalog/product/SM0633
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 200 bp DNA Ladder,bp,14,400,40,,15,https://www.lifetechnologies.com/order/catalog/product/SM0633
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 200 bp DNA Ladder,bp,15,200,40,,15,https://www.lifetechnologies.com/order/catalog/product/SM0633
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 500 bp DNA Ladder,bp,1,6000,80,reference band,12,https://www.lifetechnologies.com/order/catalog/product/SM0643
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 500 bp DNA Ladder,bp,2,5500,40,,12,https://www.lifetechnologies.com/order/catalog/product/SM0643
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 500 bp DNA Ladder,bp,3,5000,40,,12,https://www.lifetechnologies.com/order/catalog/product/SM0643
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 500 bp DNA Ladder,bp,4,4500,40,,12,https://www.lifetechnologies.com/order/catalog/product/SM0643
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 500 bp DNA Ladder,bp,5,4000,40,,12,https://www.lifetechnologies.com/order/catalog/product/SM0643
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 500 bp DNA Ladder,bp,6,3500,40,,12,https://www.lifetechnologies.com/order/catalog/product/SM0643
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 500 bp DNA Ladder,bp,7,3000,40,,12,https://www.lifetechnologies.com/order/catalog/product/SM0643
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 500 bp DNA Ladder,bp,8,2500,40,,12,https://www.lifetechnologies.com/order/catalog/product/SM0643
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 500 bp DNA Ladder,bp,9,2000,80,reference band,12,https://www.lifetechnologies.com/order/catalog/product/SM0643
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 500 bp DNA Ladder,bp,10,1500,40,,12,https://www.lifetechnologies.com/order/catalog/product/SM0643
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 500 bp DNA Ladder,bp,11,1000,40,,12,https://www.lifetechnologies.com/order/catalog/product/SM0643
Thermo Fisher,lifetechnologies.com,O’RangeRuler™ 500 bp DNA Ladder,bp,12,500,40,,12,https://www.lifetechnologies.com/order/catalog/product/SM0643
Thermo Fisher,lifetechnologies.com,TrackIt™ 50 bp DNA Ladder,bp,1,2500,60,,17,https://www.thermofisher.com/order/catalog/product/10488043
Thermo Fisher,lifetechnologies.com,TrackIt™ 50 bp DNA Ladder,bp,2,800,60,,17,https://www.thermofisher.com/order/catalog/product/10488043
Thermo Fisher,lifetechnologies.com,TrackIt™ 50 bp DNA Ladder,bp,3,750,20,,17,https://www.thermofisher.com/order/catalog/product/10488043
Thermo Fisher,lifetechnologies.com,TrackIt™ 50 bp DNA Ladder,bp,4,700,20,,17,https://www.thermofisher.com/order/catalog/product/10488043
Thermo Fisher,lifetechnologies.com,TrackIt™ 50 bp DNA Ladder,bp,5,650,20,,17,https://www.thermofisher.com/order/catalog/product/10488043
Thermo Fisher,lifetechnologies.com,TrackIt™ 50 bp DNA Ladder,bp,6,600,20,,17,https://www.thermofisher.com/order/catalog/product/10488043
Thermo Fisher,lifetechnologies.com,TrackIt™ 50 bp DNA Ladder,bp,7,550,20,,17,https://www.thermofisher.com/order/catalog/product/10488043
Thermo Fisher,lifetechnologies.com,TrackIt™ 50 bp DNA Ladder,bp,8,500,20,,17,https://www.thermofisher.com/order/catalog/product/10488043
Thermo Fisher,lifetechnologies.com,TrackIt™ 50 bp DNA Ladder,bp,9,450,20,,17,https://www.thermofisher.com/order/catalog/product/10488043
Thermo Fisher,lifetechnologies.com,TrackIt™ 50 bp DNA Ladder,bp,10,400,20,,17,https://www.thermofisher.com/order/catalog/product/10488043
Thermo Fisher,lifetechnologies.com,TrackIt™ 50 bp DNA Ladder,bp,11,350,65,reference band,17,https://www.thermofisher.com/order/catalog/product/10488043
Thermo Fisher,lifetechnologies.com,TrackIt™ 50 bp DNA Ladder,bp,12,300,25,,17,https://www.thermofisher.com/order/catalog/product/10488043
Thermo Fisher,lifetechnologies.com,TrackIt™ 50 bp DNA Ladder,bp,13,250,25,,17,https://www.thermofisher.com/order/catalog/product/10488043
Thermo Fisher,lifetechnologies.com,TrackIt™ 50 bp DNA Ladder,bp,14,200,25,,17,https://www.thermofisher.com/order/catalog/product/10488043
Thermo Fisher,lifetechnologies.com,TrackIt™ 50 bp DNA Ladder,bp,15,150,25,,17,https://www.thermofisher.com/order/catalog/product/10488043
Thermo Fisher,lifetechnologies.com,TrackIt™ 50 bp DNA Ladder,bp,16,100,25,,17,https://www.thermofisher.com/order/catalog/product/10488043
Thermo Fisher,lifetechnologies.com,TrackIt™ 50 bp DNA Ladder,bp,17,50,30,,17,https://www.thermofisher.com/order/catalog/product/10488043
Thermo Fisher,lifetechnologies.com,TrackIt™ 100 bp DNA Ladder,bp,1,2000,65,,13,https://www.thermofisher.com/order/catalog/product/10488058
Thermo Fisher,lifetechnologies.com,TrackIt™ 100 bp DNA Ladder,bp,2,1500,65,,13,https://www.thermofisher.com/order/catalog/product/10488058
Thermo Fisher,lifetechnologies.com,TrackIt™ 100 bp DNA Ladder,bp,3,1200,30,,13,https://www.thermofisher.com/order/catalog/product/10488058
Thermo Fisher,lifetechnologies.com,TrackIt™ 100 bp DNA Ladder,bp,4,1000,30,,13,https://www.thermofisher.com/order/catalog/product/10488058
Thermo Fisher,lifetechnologies.com,TrackIt™ 100 bp DNA Ladder,bp,5,900,30,,13,https://www.thermofisher.com/order/catalog/product/10488058
Thermo Fisher,lifetechnologies.com,TrackIt™ 100 bp DNA Ladder,bp,6,800,30,,13,https://www.thermofisher.com/order/catalog/product/10488058
Thermo Fisher,lifetechnologies.com,TrackIt™ 100 bp DNA Ladder,bp,7,700,30,,13,https://www.thermofisher.com/order/catalog/product/10488058
Thermo Fisher,lifetechnologies.com,TrackIt™ 100 bp DNA Ladder,bp,8,600,70,reference band,13,https://www.thermofisher.com/order/catalog/product/10488058
Thermo Fisher,lifetechnologies.com,TrackIt™ 100 bp DNA Ladder,bp,9,500,30,,13,https://www.thermofisher.com/order/catalog/product/10488058
Thermo Fisher,lifetechnologies.com,TrackIt™ 100 bp DNA Ladder,bp,10,400,30,,13,https://www.thermofisher.com/order/catalog/product/10488058
Thermo Fisher,lifetechnologies.com,TrackIt™ 100 bp DNA Ladder,bp,11,300,30,,13,https://www.thermofisher.com/order/catalog/product/10488058
Thermo Fisher,lifetechnologies.com,TrackIt™ 100 bp DNA Ladder,bp,12,200,30,,13,https://www.thermofisher.com/order/catalog/product/10488058
Thermo Fisher,lifetechnologies.com,TrackIt™ 100 bp DNA Ladder,bp,13,100,30,,13,https://www.thermofisher.com/order/catalog/product/10488058
Thermo Fisher,lifetechnologies.com,Trackit™ 1 Kb Plus DNA Ladder,bp,1,15000,25,,18,https://www.thermofisher.com/order/catalog/product/10488085
Thermo Fisher,lifetechnologies.com,Trackit™ 1 Kb Plus DNA Ladder,bp,2,10000,25,,18,https://www.thermofisher.com/order/catalog/product/10488085
Thermo Fisher,lifetechnologies.com,Trackit™ 1 Kb Plus DNA Ladder,bp,3,8000,25,,18,https://www.thermofisher.com/order/catalog/product/10488085
Thermo Fisher,lifetechnologies.com,Trackit™ 1 Kb Plus DNA Ladder,bp,4,7000,25,,18,https://www.thermofisher.com/order/catalog/product/10488085
Thermo Fisher,lifetechnologies.com,Trackit™ 1 Kb Plus DNA Ladder,bp,5,6000,25,,18,https://www.thermofisher.com/order/catalog/product/10488085
Thermo Fisher,lifetechnologies.com,Trackit™ 1 Kb Plus DNA Ladder,bp,6,5000,25,,18,https://www.thermofisher.com/order/catalog/product/10488085
Thermo Fisher,lifetechnologies.com,Trackit™ 1 Kb Plus DNA Ladder,bp,7,4000,25,,18,https://www.thermofisher.com/order/catalog/product/10488085
Thermo Fisher,lifetechnologies.com,Trackit™ 1 Kb Plus DNA Ladder,bp,8,3000,25,,18,https://www.thermofisher.com/order/catalog/product/10488085
Thermo Fisher,lifetechnologies.com,Trackit™ 1 Kb Plus DNA Ladder,bp,9,2000,25,,18,https://www.thermofisher.com/order/catalog/product/10488085
Thermo Fisher,lifetechnologies.com,Trackit™ 1 Kb Plus DNA Ladder,bp,10,1500,88,reference band,18,https://www.thermofisher.com/order/catalog/product/10488085
Thermo Fisher,lifetechnologies.com,Trackit™ 1 Kb Plus DNA Ladder,bp,11,1000,38,,18,https://www.thermofisher.com/order/catalog/product/10488085
Thermo Fisher,lifetechnologies.com,Trackit™ 1 Kb Plus DNA Ladder,bp,12,850,38,,18,https://www.thermofisher.com/order/catalog/product/10488085
Thermo Fisher,lifetechnologies.com,Trackit™ 1 Kb Plus DNA Ladder,bp,13,650,38,,18,https://www.thermofisher.com/order/catalog/product/10488085
Thermo Fisher,lifetechnologies.com,Trackit™ 1 Kb Plus DNA Ladder,bp,14,500,38,,18,https://www.thermofisher.com/order/catalog/product/10488085
Thermo Fisher,lifetechnologies.com,Trackit™ 1 Kb Plus DNA Ladder,bp,15,400,38,,18,https://www.thermofisher.com/order/catalog/product/10488085
Thermo Fisher,lifetechnologies.com,Trackit™ 1 Kb Plus DNA Ladder,bp,16,300,38,,18,https://www.thermofisher.com/order/catalog/product/10488085
Thermo Fisher,lifetechnologies.com,Trackit™ 1 Kb Plus DNA Ladder,bp,17,200,38,,18,https://www.thermofisher.com/order/catalog/product/10488085
Thermo Fisher,lifetechnologies.com,Trackit™ 1 Kb Plus DNA Ladder,bp,18,100,50,,18,https://www.thermofisher.com/order/catalog/product/10488085
Thermo Fisher,lifetechnologies.com,TrackIt™ Ultra Low Range DNA Ladder,bp,1,300,35,,9,https://www.thermofisher.com/order/catalog/product/10488023
Thermo Fisher,lifetechnologies.com,TrackIt™ Ultra Low Range DNA Ladder,bp,2,200,30,,9,https://www.thermofisher.com/order/catalog/product/10488023
Thermo Fisher,lifetechnologies.com,TrackIt™ Ultra Low Range DNA Ladder,bp,3,150,30,,9,https://www.thermofisher.com/order/catalog/product/10488023
Thermo Fisher,lifetechnologies.com,TrackIt™ Ultra Low Range DNA Ladder,bp,4,100,105,reference band,9,https://www.thermofisher.com/order/catalog/product/10488023
Thermo Fisher,lifetechnologies.com,TrackIt™ Ultra Low Range DNA Ladder,bp,5,75,30,,9,https://www.thermofisher.com/order/catalog/product/10488023
Thermo Fisher,lifetechnologies.com,TrackIt™ Ultra Low Range DNA Ladder,bp,6,50,35,,9,https://www.thermofisher.com/order/catalog/product/10488023
Thermo Fisher,lifetechnologies.com,TrackIt™ Ultra Low Range DNA Ladder,bp,7,35,35,,9,https://www.thermofisher.com/order/catalog/product/10488023
Thermo Fisher,lifetechnologies.com,TrackIt™ Ultra Low Range DNA Ladder,bp,8,20,75,,9,https://www.thermofisher.com/order/catalog/product/10488023
Thermo Fisher,lifetechnologies.com,TrackIt™ Ultra Low Range DNA Ladder,bp,9,10,125,,9,https://www.thermofisher.com/order/catalog/product/10488023
Thermo Fisher,lifetechnologies.com,ZipRuler™ Express DNA Ladder 1,bp,1,10000,44,,9,http://www.fermentas.com/en/products/all/dna-electrophoresis/zipruler-dna-ladders/sm137-zipruler-express
Thermo Fisher,lifetechnologies.com,ZipRuler™ Express DNA Ladder 1,bp,2,5000,128,reference band,9,http://www.fermentas.com/en/products/all/dna-electrophoresis/zipruler-dna-ladders/sm137-zipruler-express
Thermo Fisher,lifetechnologies.com,ZipRuler™ Express DNA Ladder 1,bp,3,3000,44,,9,http://www.fermentas.com/en/products/all/dna-electrophoresis/zipruler-dna-ladders/sm137-zipruler-express
Thermo Fisher,lifetechnologies.com,ZipRuler™ Express DNA Ladder 1,bp,4,2000,44,,9,http://www.fermentas.com/en/products/all/dna-electrophoresis/zipruler-dna-ladders/sm137-zipruler-express
Thermo Fisher,lifetechnologies.com,ZipRuler™ Express DNA Ladder 1,bp,5,1200,40,,9,http://www.fermentas.com/en/products/all/dna-electrophoresis/zipruler-dna-ladders/sm137-zipruler-express
Thermo Fisher,lifetechnologies.com,ZipRuler™ Express DNA Ladder 1,bp,6,850,40,,9,http://www.fermentas.com/en/products/all/dna-electrophoresis/zipruler-dna-ladders/sm137-zipruler-express
Thermo Fisher,lifetechnologies.com,ZipRuler™ Express DNA Ladder 1,bp,7,500,80,reference band,9,http://www.fermentas.com/en/products/all/dna-electrophoresis/zipruler-dna-ladders/sm137-zipruler-express
Thermo Fisher,lifetechnologies.com,ZipRuler™ Express DNA Ladder 1,bp,8,300,40,,9,http://www.fermentas.com/en/products/all/dna-electrophoresis/zipruler-dna-ladders/sm137-zipruler-express
Thermo Fisher,lifetechnologies.com,ZipRuler™ Express DNA Ladder 1,bp,9,100,40,,9,http://www.fermentas.com/en/products/all/dna-electrophoresis/zipruler-dna-ladders/sm137-zipruler-express
Thermo Fisher,lifetechnologies.com,ZipRuler™ Express DNA Ladder 2,bp,1,20000,48,,9,http://www.fermentas.com/en/products/all/dna-electrophoresis/zipruler-dna-ladders/sm137-zipruler-express
Thermo Fisher,lifetechnologies.com,ZipRuler™ Express DNA Ladder 2,bp,2,7000,48,,9,http://www.fermentas.com/en/products/all/dna-electrophoresis/zipruler-dna-ladders/sm137-zipruler-express
Thermo Fisher,lifetechnologies.com,ZipRuler™ Express DNA Ladder 2,bp,3,4000,46,,9,http://www.fermentas.com/en/products/all/dna-electrophoresis/zipruler-dna-ladders/sm137-zipruler-express
Thermo Fisher,lifetechnologies.com,ZipRuler™ Express DNA Ladder 2,bp,4,2500,46,,9,http://www.fermentas.com/en/products/all/dna-electrophoresis/zipruler-dna-ladders/sm137-zipruler-express
Thermo Fisher,lifetechnologies.com,ZipRuler™ Express DNA Ladder 2,bp,5,1500,152,reference band,9,http://www.fermentas.com/en/products/all/dna-electrophoresis/zipruler-dna-ladders/sm137-zipruler-express
Thermo Fisher,lifetechnologies.com,ZipRuler™ Express DNA Ladder 2,bp,6,1000,40,,9,http://www.fermentas.com/en/products/all/dna-electrophoresis/zipruler-dna-ladders/sm137-zipruler-express
Thermo Fisher,lifetechnologies.com,ZipRuler™ Express DNA Ladder 2,bp,7,700,40,,9,http://www.fermentas.com/en/products/all/dna-electrophoresis/zipruler-dna-ladders/sm137-zipruler-express
Thermo Fisher,lifetechnologies.com,ZipRuler™ Express DNA Ladder 2,bp,8,400,40,,9,http://www.fermentas.com/en/products/all/dna-electrophoresis/zipruler-dna-ladders/sm137-zipruler-express
Thermo Fisher,lifetechnologies.com,ZipRuler™ Express DNA Ladder 2,bp,9,200,40,,9,http://www.fermentas.com/en/products/all/dna-electrophoresis/zipruler-dna-ladders/sm137-zipruler-express
TIANGEN,tiangen.com,50 bp DNA Ladder,bp,1,500,50,,9,https://www.tiangen.com/content/details_40_16408.html
TIANGEN,tiangen.com,50 bp DNA Ladder,bp,2,400,50,,9,https://www.tiangen.com/content/details_40_16408.html
TIANGEN,tiangen.com,50 bp DNA Ladder,bp,3,350,50,,9,https://www.tiangen.com/content/details_40_16408.html
TIANGEN,tiangen.com,50 bp DNA Ladder,bp,4,300,100,reference band,9,https://www.tiangen.com/content/details_40_16408.html
TIANGEN,tiangen.com,50 bp DNA Ladder,bp,5,250,50,,9,https://www.tiangen.com/content/details_40_16408.html
TIANGEN,tiangen.com,50 bp DNA Ladder,bp,6,200,50,,9,https://www.tiangen.com/content/details_40_16408.html
TIANGEN,tiangen.com,50 bp DNA Ladder,bp,7,150,50,,9,https://www.tiangen.com/content/details_40_16408.html
TIANGEN,tiangen.com,50 bp DNA Ladder,bp,8,100,50,,9,https://www.tiangen.com/content/details_40_16408.html
TIANGEN,tiangen.com,50 bp DNA Ladder,bp,9,50,50,,9,https://www.tiangen.com/content/details_40_16408.html
TIANGEN,tiangen.com,100 bp DNA Ladder,bp,1,1500,50,,11,https://www.tiangen.com/content/details_40_16407.html
TIANGEN,tiangen.com,100 bp DNA Ladder,bp,2,1000,50,,11,https://www.tiangen.com/content/details_40_16407.html
TIANGEN,tiangen.com,100 bp DNA Ladder,bp,3,900,50,,11,https://www.tiangen.com/content/details_40_16407.html
TIANGEN,tiangen.com,100 bp DNA Ladder,bp,4,800,50,,11,https://www.tiangen.com/content/details_40_16407.html
TIANGEN,tiangen.com,100 bp DNA Ladder,bp,5,700,50,,11,https://www.tiangen.com/content/details_40_16407.html
TIANGEN,tiangen.com,100 bp DNA Ladder,bp,6,600,50,,11,https://www.tiangen.com/content/details_40_16407.html
TIANGEN,tiangen.com,100 bp DNA Ladder,bp,7,500,100,reference band,11,https://www.tiangen.com/content/details_40_16407.html
TIANGEN,tiangen.com,100 bp DNA Ladder,bp,8,400,50,,11,https://www.tiangen.com/content/details_40_16407.html
TIANGEN,tiangen.com,100 bp DNA Ladder,bp,9,300,50,,11,https://www.tiangen.com/content/details_40_16407.html
TIANGEN,tiangen.com,100 bp DNA Ladder,bp,10,200,50,,11,https://www.tiangen.com/content/details_40_16407.html
TIANGEN,tiangen.com,100 bp DNA Ladder,bp,11,100,50,,11,https://www.tiangen.com/content/details_40_16407.html
TIANGEN,tiangen.com,500 bp DNA Ladder,bp,1,4000,50,,8,https://www.tiangen.com/content/details_40_16404.html
TIANGEN,tiangen.com,500 bp DNA Ladder,bp,2,3500,50,,8,https://www.tiangen.com/content/details_40_16404.html
TIANGEN,tiangen.com,500 bp DNA Ladder,bp,3,3000,50,,8,https://www.tiangen.com/content/details_40_16404.html
TIANGEN,tiangen.com,500 bp DNA Ladder,bp,4,2500,50,,8,https://www.tiangen.com/content/details_40_16404.html
TIANGEN,tiangen.com,500 bp DNA Ladder,bp,5,2000,100,reference band,8,https://www.tiangen.com/content/details_40_16404.html
TIANGEN,tiangen.com,500 bp DNA Ladder,bp,6,1500,50,,8,https://www.tiangen.com/content/details_40_16404.html
TIANGEN,tiangen.com,500 bp DNA Ladder,bp,7,1000,50,,8,https://www.tiangen.com/content/details_40_16404.html
TIANGEN,tiangen.com,500 bp DNA Ladder,bp,8,500,50,,8,https://www.tiangen.com/content/details_40_16404.html
TIANGEN,tiangen.com,1 kb DNA Ladder,bp,1,10000,50,,9,https://www.tiangen.com/content/details_40_16405.html
TIANGEN,tiangen.com,1 kb DNA Ladder,bp,2,8000,50,,9,https://www.tiangen.com/content/details_40_16405.html
TIANGEN,tiangen.com,1 kb DNA Ladder,bp,3,7000,50,,9,https://www.tiangen.com/content/details_40_16405.html
TIANGEN,tiangen.com,1 kb DNA Ladder,bp,4,6000,50,,9,https://www.tiangen.com/content/details_40_16405.html
TIANGEN,tiangen.com,1 kb DNA Ladder,bp,5,5000,100,reference band,9,https://www.tiangen.com/content/details_40_16405.html
TIANGEN,tiangen.com,1 kb DNA Ladder,bp,6,4000,50,,9,https://www.tiangen.com/content/details_40_16405.html
TIANGEN,tiangen.com,1 kb DNA Ladder,bp,7,3000,50,,9,https://www.tiangen.com/content/details_40_16405.html
TIANGEN,tiangen.com,1 kb DNA Ladder,bp,8,2000,50,,9,https://www.tiangen.com/content/details_40_16405.html
TIANGEN,tiangen.com,1 kb DNA Ladder,bp,9,1000,50,,9,https://www.tiangen.com/content/details_40_16405.html
TIANGEN,tiangen.com,1 kb Plus DNA Ladder,bp,1,10000,50,,12,https://www.tiangen.com/content/details_40_16403.html
TIANGEN,tiangen.com,1 kb Plus DNA Ladder,bp,2,8000,50,,12,https://www.tiangen.com/content/details_40_16403.html
TIANGEN,tiangen.com,1 kb Plus DNA Ladder,bp,3,5000,50,,12,https://www.tiangen.com/content/details_40_16403.html
TIANGEN,tiangen.com,1 kb Plus DNA Ladder,bp,4,2000,50,,12,https://www.tiangen.com/content/details_40_16403.html
TIANGEN,tiangen.com,1 kb Plus DNA Ladder,bp,5,1600,50,,12,https://www.tiangen.com/content/details_40_16403.html
TIANGEN,tiangen.com,1 kb Plus DNA Ladder,bp,6,1000,100,reference band,12,https://www.tiangen.com/content/details_40_16403.html
TIANGEN,tiangen.com,1 kb Plus DNA Ladder,bp,7,700,50,,12,https://www.tiangen.com/content/details_40_16403.html
TIANGEN,tiangen.com,1 kb Plus DNA Ladder,bp,8,500,50,,12,https://www.tiangen.com/content/details_40_16403.html
TIANGEN,tiangen.com,1 kb Plus DNA Ladder,bp,9,400,50,,12,https://www.tiangen.com/content/details_40_16403.html
TIANGEN,tiangen.com,1 kb Plus DNA Ladder,bp,10,300,50,,12,https://www.tiangen.com/content/details_40_16403.html
TIANGEN,tiangen.com,1 kb Plus DNA Ladder,bp,11,200,50,,12,https://www.tiangen.com/content/details_40_16403.html
TIANGEN,tiangen.com,1 kb Plus DNA Ladder,bp,12,100,50,,12,https://www.tiangen.com/content/details_40_16403.html
TIANGEN,tiangen.com,D2000,bp,1,2000,50,,6,https://www.tiangen.com/content/details_74_7691.html
TIANGEN,tiangen.com,D2000,bp,2,1000,50,,6,https://www.tiangen.com/content/details_74_7691.html
TIANGEN,tiangen.com,D2000,bp,3,750,100,reference band,6,https://www.tiangen.com/content/details_74_7691.html
TIANGEN,tiangen.com,D2000,bp,4,500,50,,6,https://www.tiangen.com/content/details_74_7691.html
TIANGEN,tiangen.com,D2000,bp,5,250,50,,6,https://www.tiangen.com/content/details_74_7691.html
TIANGEN,tiangen.com,D2000,bp,6,100,50,,6,https://www.tiangen.com/content/details_74_7691.html
TIANGEN,tiangen.com,D15000,bp,1,15000,50,,7,https://www.tiangen.com/content/details_40_16406.html
TIANGEN,tiangen.com,D15000,bp,2,10000,50,,7,https://www.tiangen.com/content/details_40_16406.html
TIANGEN,tiangen.com,D15000,bp,3,7500,50,,7,https://www.tiangen.com/content/details_40_16406.html
TIANGEN,tiangen.com,D15000,bp,4,5000,50,,7,https://www.tiangen.com/content/details_40_16406.html
TIANGEN,tiangen.com,D15000,bp,5,2500,100,reference band,7,https://www.tiangen.com/content/details_40_16406.html
TIANGEN,tiangen.com,D15000,bp,6,1000,50,,7,https://www.tiangen.com/content/details_40_16406.html
TIANGEN,tiangen.com,D15000,bp,7,250,50,,7,https://www.tiangen.com/content/details_40_16406.html
TIANGEN,tiangen.com,DNA Marker I,bp,1,600,50,,6,https://www.tiangen.com/content/details_40_16412.html
TIANGEN,tiangen.com,DNA Marker I,bp,2,500,50,,6,https://www.tiangen.com/content/details_40_16412.html
